Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.017757671,0,0,0,0
0.022757671,-0.0546112060546875,0.0214982032775879,0.0460207089781761,0.0745819162114115
0.027757671,-0.0952959060668945,0.0378940105438232,0.039803009480238,0.110007023920701
0.032757671,-0.102559089660645,0.0526859760284424,0.023138802498579,0.117599247970206
0.037757671,-0.0892810821533203,0.05755615234375,-0.00783650577068329,0.106514004364585
0.042757671,-0.0794181823730469,0.0520672798156738,-0.0659676939249039,0.115628655447566
0.047757671,-0.0432977676391602,0.0389697551727295,-0.109603717923164,0.12412217160257
0.052757671,-0.000493049621582031,0.0316088199615479,-0.131133288145065,0.134889954618673
0.057757671,0.0141763687133789,-0.00297093391418457,-0.155753538012505,0.156425574896284
0.062757671,0.00600814819335938,-0.0312318801879883,-0.169029489159584,0.171995628986147
0.067757671,0.0211420059204102,-0.0497305393218994,-0.158086746931076,0.16706744300083
0.072757671,0.0340814590454102,-0.0691626071929932,-0.147774964570999,0.166680689458486
0.077757671,0.0688076019287109,-0.0983479022979736,-0.15761461853981,0.198114017543034
0.082757671,0.115108489990234,-0.105395793914795,-0.144185066223145,0.212479578229378
0.087757671,0.147256851196289,-0.115748643875122,-0.149246573448181,0.239492940332694
0.092757671,0.154141426086426,-0.125907182693481,-0.156111270189285,0.252948466233498
0.097757671,0.121166229248047,-0.146912336349487,-0.171400934457779,0.256208450318983
0.102757671,0.0883960723876953,-0.163177728652954,-0.16613008081913,0.249078382231133
0.107757671,0.106064796447754,-0.172029256820679,-0.196019902825356,0.281545038229127
0.112757671,0.0972299575805664,-0.164258480072021,-0.186252102255821,0.26669150440425
0.117757671,0.111598014831543,-0.177653551101685,-0.18809387087822,0.281769773743268
0.122757671,0.0757160186767578,-0.158791065216064,-0.177555158734322,0.24994669885774
0.127757671,0.0628566741943359,-0.156240940093994,-0.155997037887573,0.229558856683694
0.132757671,0.0863151550292969,-0.13208794593811,-0.134604930877686,0.207403034853561
0.137757671,0.147653579711914,-0.104693412780762,-0.0887883827090263,0.201607706165985
0.142757671,0.206364631652832,-0.0914745330810547,-0.0637769177556038,0.234566507920485
