Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.011962822,0,0,0,0
0.016962822,-0.0765199661254883,0.028944730758667,-0.109577655792236,0.136749278986982
0.021962822,-0.0937681198120117,0.0239313840866089,-0.0528563261032105,0.110267686320651
0.026962822,-0.160776138305664,0.0294692516326904,-0.0688462257385254,0.177361794754995
0.031962822,-0.158989906311035,0.0370309352874756,-0.0651291608810425,0.175758038433881
0.036962822,-0.0878591537475586,0.0272558927536011,-0.0833336114883423,0.124123347484359
0.041962822,-0.0567865371704102,0.016074538230896,-0.0162520408630371,0.0612146258287735
0.046962822,-0.00955009460449219,0.00263512134552002,-0.00483560562133789,0.0110241214246524
0.051962822,0.0724153518676758,-0.0121800899505615,-0.00438487529754639,0.0735633394341101
0.056962822,0.162698745727539,-0.0232818126678467,-0.0253247022628784,0.166295716141813
0.061962822,0.24661922454834,-0.0270882844924927,0.00436198711395264,0.248140774571921
0.066962822,0.312967300415039,-0.0513150691986084,0.0339964628219605,0.318963206248527
0.071962822,0.35865592956543,-0.0653899908065796,0.0652991533279419,0.370369958467845
0.076962822,0.39588737487793,-0.0680382251739502,0.0671215057373047,0.407260739827696
0.081962822,0.400478363037109,-0.0656355619430542,0.0976144075393677,0.417396117389375
0.086962822,0.390686988830566,-0.0631371736526489,0.106262445449829,0.409773514580088
0.091962822,0.351955413818359,-0.0641748905181885,0.103496432304382,0.37242790092689
0.096962822,0.306561470031738,-0.0518937110900879,0.0915119647979736,0.324110061337052
0.101962822,0.242644309997559,-0.0292991399765015,0.0645120143890381,0.252777571746556
0.106962822,0.172948837280273,-0.0265265703201294,0.0570893287658691,0.184049315968533
0.111962822,0.104453086853027,-0.019349217414856,0.0645291805267334,0.12429342181767
0.116962822,0.0635232925415039,-0.00601375102996826,0.0405467748641968,0.0756003627547632
0.121962822,0.0487127304077148,-0.000185489654541016,0.0250695943832397,0.054785482317187
0.126962822,0.0357418060302734,0.0033872127532959,0.0224026441574097,0.0423181801804532
0.131962822,0.0191106796264648,0.0151815414428711,0.0235593318939209,0.0339225499580281
0.136962822,0.0409688949584961,0.00460755825042725,0.0207688808441162,0.0461630410465825
0.141962822,0.0824556350708008,-0.0231108665466309,0.00639128684997559,0.0858713715685497
0.146962822,0.136964797973633,-0.0357502698898315,0.0129485130310059,0.142144650517942
0.151962822,0.193132400512695,-0.0480043888092041,-0.00852251052856445,0.199191311704228
0.156962822,0.227263450622559,-0.0463612079620361,0.00416350364685059,0.231981405192719
0.161962822,0.279844284057617,-0.0493931770324707,0.0338953733444214,0.286184216181185
0.166962822,0.306134223937988,-0.0598149299621582,0.0103875398635864,0.312095962641156
0.171962822,0.322097778320313,-0.0591455698013306,0.00288224220275879,0.327495777905793
0.176962822,0.313879013061523,-0.0536388158798218,0.00827145576477051,0.31853661389224
0.181962822,0.295229911804199,-0.0389078855514526,-0.0039525032043457,0.29780890964439
0.186962822,0.249622344970703,-0.0448616743087769,-0.0293096303939819,0.255309497207392
0.191962822,0.181441307067871,-0.0312446355819702,-0.0543495416641235,0.19196626745928
0.196962822,0.115286827087402,-0.00983381271362305,-0.0641518831253052,0.132299737266897
0.201962822,0.0431756973266602,0.00527799129486084,-0.0636798143386841,0.0771175517373397
0.206962822,-0.0388107299804688,0.017481803894043,-0.0748776197433472,0.0861309710118023
0.211962822,-0.120610237121582,0.0271304845809937,-0.0960993766784668,0.15658219148458
0.216962822,-0.185181617736816,0.0401102304458618,-0.105754971504211,0.216991189065135
0.221962822,-0.240967750549316,0.0496114492416382,-0.119266390800476,0.273406701957405
0.226962822,-0.260035514831543,0.0540174245834351,-0.112455248832703,0.288413824430033
0.231962822,-0.267436981201172,0.0495082139968872,-0.103765487670898,0.291102866009143
0.236962822,-0.245697021484375,0.0575391054153442,-0.0895181894302368,0.267752275914061
0.241962822,-0.222624778747559,0.0418592691421509,-0.0834311246871948,0.241401621974842
0.246962822,-0.154665946960449,0.0403542518615723,-0.064389705657959,0.172325433373018
0.251962822,-0.0845489501953125,0.0306566953659058,-0.0467246770858765,0.101348672407027
0.256962822,-0.00290584564208984,0.00856220722198486,-0.025826096534729,0.0273631612506487
0.261962822,0.0816316604614258,-0.00617361068725586,-0.00274765491485596,0.0819108726979419
0.266962822,0.164097785949707,-0.0207451581954956,0.020959734916687,0.166726588851118
0.271962822,0.239316940307617,-0.0220185518264771,0.0242664813995361,0.241549739520143
0.276962822,0.287809371948242,-0.0222249031066895,0.0337564945220947,0.290633242802271
0.281962822,0.324885368347168,-0.0336896181106567,0.0558403730392456,0.331366323267285
0.286962822,0.322336196899414,-0.0266166925430298,0.076820969581604,0.33243124630661
0.291962822,0.323063850402832,-0.0191061496734619,0.0665062665939331,0.330391252742429
0.296962822,0.304306030273438,-0.0198850631713867,0.0597168207168579,0.310746962132597
0.301962822,0.255461692810059,-0.0211255550384522,0.0748432874679565,0.26703648299076
0.306962822,0.208054542541504,-0.0125018358230591,0.0589218139648438,0.216598173427222
0.311962822,0.140202522277832,-0.00437736511230469,0.0518639087677002,0.149551909419628
0.316962822,0.0769538879394531,0.0090247392654419,0.0440666675567627,0.0891359522155082
0.321962822,0.0234966278076172,0.00966250896453857,0.034151554107666,0.0425650589778555
0.326962822,-0.024566650390625,0.0081019401550293,0.0236190557479858,0.035028867239997
0.331962822,-0.0750656127929688,0.030407190322876,0.0146759748458862,0.0823093414199907
0.336962822,-0.0988216400146484,0.0243421792984009,0.00694155693054199,0.102011976947809
0.341962822,-0.115724563598633,0.0202481746673584,0.00657713413238525,0.117666570829821
0.346962822,-0.0996894836425781,0.0254431962966919,0.0131906270980835,0.103727248252118
